100,7
200,3
300,23
400,23
500,23
600,26
700,7
800,19
900,19
1000,15
1100,19
1200,19
1300,19
1400,15
1500,19
1600,11
1700,11
1800,15
1900,19
2000,19
2100,11
2200,19
2300,19
2400,19
2500,34
2600,30
2700,38
2800,42
2900,46
3000,46
3100,42
3200,46
3300,38
3400,38
3500,42
3600,42
3700,50
3800,53
3900,53
4000,50
4100,53
4200,50
4300,46
4400,57
4500,46
4600,50
4700,65
4800,53
4900,53
5000,53
5100,50
5200,42
5300,42
5400,42
5500,57
5600,53
5700,57
5800,46
